2023-06-05 18:14:15.545,133,154,107,79,141,184,408,405,39.70,941.04,26.68,96.46,9991580.0
2023-06-05 18:14:17.300,133,154,106,79,141,184,407,403,39.98,941.05,26.68,97.24,9991580.0
2023-06-05 18:14:19.235,133,154,106,79,141,184,407,403,40.04,941.07,26.59,94.21,9991581.0
2023-06-05 18:14:20.885,132,154,106,79,141,184,407,404,40.00,941.08,26.49,92.96,9991580.0
2023-06-05 18:14:22.671,133,154,106,79,141,184,406,403,39.93,941.08,26.42,91.85,9991580.0
2023-06-05 18:14:24.246,133,154,106,80,141,185,407,405,39.87,941.09,26.38,91.75,9991580.0
2023-06-05 18:14:26.024,133,154,106,79,141,184,408,404,39.81,941.09,26.36,90.85,9991580.0
2023-06-05 18:14:27.573,133,154,106,79,141,184,407,403,39.76,941.09,26.34,90.76,9991580.0
2023-06-05 18:14:29.455,133,154,106,79,141,184,407,402,39.72,941.10,26.32,90.95,9991581.0
2023-06-05 18:14:31.340,133,154,106,79,141,184,407,403,39.68,941.10,26.31,90.56,9991580.0
2023-06-05 18:14:33.186,133,154,106,79,141,184,407,403,39.65,941.09,26.34,90.17,9991580.0
2023-06-05 18:14:35.043,133,154,106,79,141,184,405,402,39.63,941.09,26.37,89.79,9991581.0
2023-06-05 18:14:36.794,133,154,106,79,141,184,408,405,39.61,941.09,26.42,89.40,9991580.0
2023-06-05 18:14:38.647,133,154,106,79,141,184,408,407,39.59,941.09,26.45,90.27,9991581.0
2023-06-05 18:14:40.568,133,153,106,80,141,183,407,408,39.58,941.08,26.50,89.59,9991580.0
2023-06-05 18:14:42.322,133,154,106,79,141,184,409,413,39.57,941.08,26.53,89.59,9991580.0
2023-06-05 18:14:44.169,133,154,106,80,141,184,410,415,39.56,941.09,26.55,89.21,9991580.0
2023-06-05 18:14:45.780,133,154,107,79,140,184,410,417,39.55,941.09,26.56,85.93,9991580.0
2023-06-05 18:14:47.488,133,154,106,80,141,184,410,417,39.54,941.09,26.58,84.04,9991580.0
2023-06-05 18:14:49.172,133,154,106,80,141,185,411,418,39.53,941.09,26.62,80.58,9991580.0
2023-06-05 18:14:50.931,133,155,107,80,141,185,410,417,39.52,941.08,26.68,77.46,9991580.0
2023-06-05 18:14:52.655,133,155,107,80,141,185,410,417,39.51,941.09,26.74,75.65,9991580.0
2023-06-05 18:14:54.478,133,155,107,80,141,186,411,417,39.51,941.10,26.81,75.38,9991580.0
2023-06-05 18:14:56.131,133,155,108,80,141,185,410,415,39.50,941.09,26.86,73.02,9991580.0
2023-06-05 18:14:57.994,133,155,108,80,141,186,410,415,39.49,941.09,26.93,72.70,9991579.0
2023-06-05 18:14:59.906,134,155,108,80,140,186,411,415,39.49,941.09,26.99,73.34,9991579.0
2023-06-05 18:15:01.792,133,154,107,80,141,185,411,414,39.48,941.09,27.04,72.20,9991580.0
2023-06-05 18:15:03.609,133,154,107,80,141,186,410,413,39.48,941.09,27.08,71.77,9991579.0
2023-06-05 18:15:05.306,133,154,107,80,141,185,411,416,39.48,941.09,27.13,70.86,9991579.0
2023-06-05 18:15:06.946,133,154,108,82,141,186,411,419,39.48,941.08,27.17,71.41,9991579.0
2023-06-05 18:15:08.847,133,154,107,84,141,186,412,421,39.48,941.08,27.21,73.15,9991579.0
2023-06-05 18:15:10.868,135,156,108,86,142,185,416,430,39.48,941.09,27.23,74.51,9991578.0
2023-06-05 18:15:12.801,133,154,107,87,142,187,417,431,39.48,941.08,27.24,75.44,9991578.0
